Date,Location,Temperature_C,Rainfall_mm,Humidity_%,WindSpeed_kmph
2023-04-09,Delhi,32.1,0.0,52.3,12.9
2023-04-09,Karnal,38.7,0.0,75.5,13.0
2023-04-09,Ludhiana,27.6,0.0,88.7,11.7
2023-04-09,Nagpur,17.9,0.0,51.2,9.5
2023-04-09,Indore,34.4,0.8,30.3,8.8
2023-04-10,Delhi,20.7,0.0,75.7,9.6
2023-04-10,Karnal,30.6,0.0,83.8,10.3
2023-04-10,Ludhiana,36.0,5.0,49.5,4.2
2023-04-10,Nagpur,18.3,0.0,35.1,5.5
2023-04-10,Indore,12.8,0.0,52.5,7.5
2023-04-11,Delhi,34.4,0.0,87.0,11.0
2023-04-11,Karnal,25.6,0.0,41.2,2.8
2023-04-11,Ludhiana,19.7,0.0,55.9,1.8
2023-04-11,Nagpur,17.4,28.0,79.8,7.4
2023-04-11,Indore,25.2,0.0,55.4,0.0
2023-04-12,Delhi,29.6,32.4,46.2,3.0
2023-04-12,Karnal,26.9,0.0,38.6,0.2
2023-04-12,Ludhiana,27.8,31.3,67.8,13.5
2023-04-12,Nagpur,22.1,0.0,86.8,4.1
2023-04-12,Indore,20.6,0.0,40.1,3.1
2023-04-13,Delhi,25.4,0.0,79.2,9.8
2023-04-13,Karnal,24.7,46.1,53.6,2.8
2023-04-13,Ludhiana,12.9,0.0,76.1,11.7
2023-04-13,Nagpur,17.8,0.0,61.3,3.9
2023-04-13,Indore,14.2,0.0,35.2,7.2
2023-04-14,Delhi,36.0,0.0,88.9,13.4
2023-04-14,Karnal,27.3,5.8,49.9,3.1
2023-04-14,Ludhiana,29.5,0.0,56.0,1.2
2023-04-14,Nagpur,11.7,0.0,49.4,0.9
2023-04-14,Indore,16.5,0.0,75.8,13.9
2023-04-15,Delhi,17.1,0.0,87.1,10.9
2023-04-15,Karnal,13.6,0.0,88.6,7.4
2023-04-15,Ludhiana,30.5,0.0,76.1,13.8
2023-04-15,Nagpur,20.5,35.4,86.1,7.0
2023-04-15,Indore,29.2,0.0,77.6,14.1
2023-04-16,Delhi,30.9,0.0,67.3,9.9
2023-04-16,Karnal,13.6,0.0,69.5,10.5
2023-04-16,Ludhiana,23.7,10.3,65.7,11.0
2023-04-16,Nagpur,18.4,46.4,48.9,8.9
2023-04-16,Indore,31.9,0.0,56.8,2.6
2023-04-17,Delhi,35.3,12.3,41.0,12.6
2023-04-17,Karnal,11.7,0.0,59.6,7.1
2023-04-17,Ludhiana,15.2,0.0,84.5,8.6
2023-04-17,Nagpur,37.3,10.9,70.2,5.2
2023-04-17,Indore,20.1,30.6,52.2,6.5
2023-04-18,Delhi,28.8,0.0,69.3,9.8
2023-04-18,Karnal,28.8,0.0,78.2,11.3
2023-04-18,Ludhiana,21.9,29.9,84.6,10.3
2023-04-18,Nagpur,37.3,0.0,60.0,13.3
2023-04-18,Indore,28.1,0.0,49.2,3.8
2023-04-19,Delhi,10.5,0.0,66.5,3.3
2023-04-19,Karnal,28.4,0.0,35.7,7.7
2023-04-19,Ludhiana,19.5,0.0,60.7,8.2
2023-04-19,Nagpur,31.6,29.9,86.3,6.4
2023-04-19,Indore,13.6,0.0,84.9,0.0
2023-04-20,Delhi,35.8,22.9,37.9,7.1
2023-04-20,Karnal,18.2,0.0,74.6,4.3
2023-04-20,Ludhiana,21.5,0.0,75.9,11.6
2023-04-20,Nagpur,34.0,0.0,38.6,8.1
2023-04-20,Indore,36.1,0.0,39.7,11.2
2023-04-21,Delhi,30.0,0.0,43.4,1.5
2023-04-21,Karnal,26.7,0.0,74.3,5.0
2023-04-21,Ludhiana,13.7,0.0,31.6,11.7
2023-04-21,Nagpur,22.6,0.0,32.9,0.2
2023-04-21,Indore,12.6,0.0,42.6,3.1
2023-04-22,Delhi,17.1,0.0,57.9,14.7
2023-04-22,Karnal,15.2,43.3,76.1,14.9
2023-04-22,Ludhiana,25.3,0.0,77.4,6.1
2023-04-22,Nagpur,34.9,0.0,31.9,1.3
2023-04-22,Indore,20.1,4.3,62.0,4.3
2023-04-23,Delhi,39.0,15.1,72.6,0.1
2023-04-23,Karnal,33.5,0.0,54.8,14.2
2023-04-23,Ludhiana,14.8,41.2,66.7,12.8
2023-04-23,Nagpur,24.8,0.0,38.4,6.7
2023-04-23,Indore,33.2,0.0,46.7,5.6
2023-04-24,Delhi,25.5,13.8,81.2,0.8
2023-04-24,Karnal,14.8,0.0,64.1,11.4
2023-04-24,Ludhiana,21.2,0.0,70.4,5.9
2023-04-24,Nagpur,38.8,11.9,87.5,2.7
2023-04-24,Indore,35.2,0.9,69.3,2.3
2023-04-25,Delhi,25.9,21.1,34.4,9.7
2023-04-25,Karnal,20.7,0.0,85.6,3.5
2023-04-25,Ludhiana,20.6,14.0,59.5,11.2
2023-04-25,Nagpur,38.9,0.0,73.8,14.6
2023-04-25,Indore,25.2,0.0,43.4,12.7
2023-04-26,Delhi,36.5,0.0,66.5,10.3
2023-04-26,Karnal,13.2,9.6,83.7,1.1
2023-04-26,Ludhiana,17.0,0.0,73.9,7.1
2023-04-26,Nagpur,33.4,32.9,72.4,3.6
2023-04-26,Indore,30.8,30.0,81.2,12.8
2023-04-27,Delhi,15.7,0.0,72.1,2.4
2023-04-27,Karnal,28.9,0.0,64.4,4.8
2023-04-27,Ludhiana,18.5,0.0,62.4,14.0
2023-04-27,Nagpur,26.1,0.0,47.6,4.5
2023-04-27,Indore,37.5,0.0,38.7,8.8
2023-04-28,Delhi,12.4,0.0,30.3,12.7
2023-04-28,Karnal,23.3,0.0,74.3,11.3
2023-04-28,Ludhiana,31.6,40.5,72.9,6.6
2023-04-28,Nagpur,28.5,0.0,57.3,0.3
2023-04-28,Indore,11.7,0.0,71.4,12.6
2023-04-29,Delhi,21.6,0.0,58.8,10.0
2023-04-29,Karnal,29.0,0.0,75.3,5.7
2023-04-29,Ludhiana,17.7,0.0,86.8,9.7
2023-04-29,Nagpur,34.5,0.0,47.3,14.6
2023-04-29,Indore,19.5,0.0,54.9,4.1
2023-04-30,Delhi,29.9,41.1,47.2,2.5
2023-04-30,Karnal,21.4,14.1,64.5,7.7
2023-04-30,Ludhiana,25.4,0.0,49.3,11.5
2023-04-30,Nagpur,17.1,0.0,65.1,6.9
2023-04-30,Indore,39.1,0.0,71.9,1.3
2023-05-01,Delhi,10.9,0.0,69.0,6.3
2023-05-01,Karnal,35.4,10.8,45.4,1.6
2023-05-01,Ludhiana,27.5,4.1,70.2,13.0
2023-05-01,Nagpur,28.9,0.0,77.4,4.6
2023-05-01,Indore,18.0,0.0,68.3,4.9
2023-05-02,Delhi,17.1,0.0,89.2,10.1
2023-05-02,Karnal,19.9,0.0,60.8,13.0
2023-05-02,Ludhiana,11.1,0.0,59.0,13.1
2023-05-02,Nagpur,17.3,0.0,45.0,3.0
2023-05-02,Indore,30.8,0.0,43.9,9.7
2023-05-03,Delhi,27.9,0.0,60.6,4.3
2023-05-03,Karnal,19.5,0.0,86.0,10.9
2023-05-03,Ludhiana,20.1,0.4,48.7,11.3
2023-05-03,Nagpur,22.3,0.0,65.1,10.7
2023-05-03,Indore,23.8,0.0,81.5,2.3
2023-05-04,Delhi,39.6,0.0,31.1,2.0
2023-05-04,Karnal,39.4,0.0,82.6,14.0
2023-05-04,Ludhiana,37.2,0.0,83.2,7.7
2023-05-04,Nagpur,36.4,0.0,44.4,8.7
2023-05-04,Indore,11.0,0.0,68.7,0.2
2023-05-05,Delhi,36.1,0.0,35.9,1.2
2023-05-05,Karnal,15.9,0.0,89.3,3.6
2023-05-05,Ludhiana,27.4,0.0,70.7,4.8
2023-05-05,Nagpur,30.5,0.0,30.4,14.5
2023-05-05,Indore,39.9,0.0,36.4,2.1
2023-05-06,Delhi,35.9,0.0,64.6,1.7
2023-05-06,Karnal,10.4,0.0,89.9,2.4
2023-05-06,Ludhiana,36.3,0.0,35.8,5.5
2023-05-06,Nagpur,11.9,0.0,39.5,3.5
2023-05-06,Indore,15.8,0.0,72.3,9.9
2023-05-07,Delhi,28.9,0.0,52.4,13.8
2023-05-07,Karnal,15.0,0.0,56.1,1.2
2023-05-07,Ludhiana,10.1,16.7,42.0,3.7
2023-05-07,Nagpur,25.0,0.0,43.7,11.2
2023-05-07,Indore,23.4,0.0,88.3,11.5
2023-05-08,Delhi,33.1,21.6,70.5,3.2
2023-05-08,Karnal,25.7,37.6,56.7,7.8
2023-05-08,Ludhiana,19.6,0.0,75.7,6.5
2023-05-08,Nagpur,11.5,21.2,56.3,12.1
2023-05-08,Indore,22.2,37.4,39.0,14.8
2023-05-09,Delhi,24.6,0.0,52.0,13.5
2023-05-09,Karnal,14.7,0.0,48.8,5.0
2023-05-09,Ludhiana,10.6,0.0,32.8,7.4
2023-05-09,Nagpur,24.3,0.0,47.0,8.5
2023-05-09,Indore,26.9,12.8,49.1,13.8
2023-05-10,Delhi,14.6,39.7,65.6,9.5
2023-05-10,Karnal,16.5,0.0,82.0,10.4
2023-05-10,Ludhiana,39.9,0.0,74.2,13.2
2023-05-10,Nagpur,15.7,0.0,71.7,4.4
2023-05-10,Indore,25.5,0.0,56.1,14.7
2023-05-11,Delhi,27.1,15.9,81.0,2.9
2023-05-11,Karnal,20.4,12.8,71.3,5.3
2023-05-11,Ludhiana,35.2,0.0,60.8,6.6
2023-05-11,Nagpur,12.5,0.0,59.4,7.7
2023-05-11,Indore,35.2,6.1,66.4,1.9
2023-05-12,Delhi,12.9,0.0,31.6,9.4
2023-05-12,Karnal,16.3,0.0,68.8,2.8
2023-05-12,Ludhiana,30.3,0.0,60.8,7.7
2023-05-12,Nagpur,19.3,24.6,53.2,13.8
2023-05-12,Indore,15.7,0.0,53.9,6.1
2023-05-13,Delhi,20.0,0.0,58.5,13.7
2023-05-13,Karnal,19.8,5.0,49.9,8.0
2023-05-13,Ludhiana,28.2,24.6,51.4,4.6
2023-05-13,Nagpur,30.5,0.0,54.1,3.8
2023-05-13,Indore,25.9,0.0,40.4,5.4
2023-05-14,Delhi,22.5,4.3,42.0,4.9
2023-05-14,Karnal,17.9,49.2,43.6,14.5
2023-05-14,Ludhiana,32.9,0.0,38.6,1.6
2023-05-14,Nagpur,12.8,0.0,61.6,3.7
2023-05-14,Indore,22.4,0.0,70.0,3.4
2023-05-15,Delhi,16.9,0.0,38.0,2.0
2023-05-15,Karnal,32.5,0.0,56.4,5.8
2023-05-15,Ludhiana,12.2,0.0,71.0,7.2
2023-05-15,Nagpur,16.3,14.9,68.6,0.0
2023-05-15,Indore,13.1,17.6,75.1,10.4
2023-05-16,Delhi,30.7,0.0,57.0,14.0
2023-05-16,Karnal,22.2,29.4,80.4,9.7
2023-05-16,Ludhiana,14.0,4.5,62.9,5.9
2023-05-16,Nagpur,25.2,0.0,48.9,1.0
2023-05-16,Indore,22.9,30.5,37.3,7.7
2023-05-17,Delhi,26.1,0.0,76.1,7.7
2023-05-17,Karnal,11.4,0.0,58.8,1.7
2023-05-17,Ludhiana,30.7,0.0,65.2,5.3
2023-05-17,Nagpur,27.4,0.0,59.2,10.0
2023-05-17,Indore,13.4,0.0,67.5,8.4
2023-05-18,Delhi,17.3,0.0,30.4,0.7
2023-05-18,Karnal,17.4,0.0,50.8,4.9
2023-05-18,Ludhiana,26.5,0.0,85.8,8.1
2023-05-18,Nagpur,15.7,0.0,46.6,5.9
2023-05-18,Indore,38.1,27.9,83.8,4.0
2023-05-19,Delhi,37.1,0.0,65.4,8.7
2023-05-19,Karnal,27.8,0.0,88.3,4.9
2023-05-19,Ludhiana,38.4,0.0,78.7,0.5
2023-05-19,Nagpur,17.7,46.9,75.7,1.0
2023-05-19,Indore,27.7,0.0,39.0,2.2
2023-05-20,Delhi,19.3,0.0,50.2,1.0
2023-05-20,Karnal,37.0,2.3,33.8,12.5
2023-05-20,Ludhiana,31.2,34.9,51.6,3.8
2023-05-20,Nagpur,28.5,29.3,40.1,0.2
2023-05-20,Indore,38.7,17.3,74.6,0.9
2023-05-21,Delhi,32.6,0.0,79.2,4.0
2023-05-21,Karnal,35.4,48.2,38.7,13.7
2023-05-21,Ludhiana,23.7,0.0,55.7,10.3
2023-05-21,Nagpur,37.1,0.0,69.0,13.5
2023-05-21,Indore,31.9,0.0,84.5,8.8
2023-05-22,Delhi,11.8,0.0,88.2,14.7
2023-05-22,Karnal,37.7,0.0,32.0,0.7
2023-05-22,Ludhiana,18.7,25.2,79.9,4.2
2023-05-22,Nagpur,28.5,30.8,88.3,12.8
2023-05-22,Indore,33.8,18.7,65.0,4.2
2023-05-23,Delhi,25.8,42.6,50.0,10.5
2023-05-23,Karnal,13.8,0.0,31.2,9.1
2023-05-23,Ludhiana,12.0,0.0,46.5,10.0
2023-05-23,Nagpur,13.4,0.0,78.2,5.9
2023-05-23,Indore,12.6,0.0,46.2,3.1
2023-05-24,Delhi,11.5,0.0,61.1,0.5
2023-05-24,Karnal,32.7,49.4,86.9,11.9
2023-05-24,Ludhiana,26.6,0.0,43.9,4.3
2023-05-24,Nagpur,25.0,38.8,35.1,3.2
2023-05-24,Indore,11.7,0.0,42.4,11.5
2023-05-25,Delhi,15.8,0.0,39.7,3.8
2023-05-25,Karnal,14.6,0.0,44.6,12.3
2023-05-25,Ludhiana,15.9,0.0,84.8,14.7
2023-05-25,Nagpur,16.9,0.0,80.9,8.3
2023-05-25,Indore,27.7,0.0,52.2,11.0
2023-05-26,Delhi,35.1,0.0,72.3,11.0
2023-05-26,Karnal,29.7,9.1,63.7,10.2
2023-05-26,Ludhiana,11.6,0.0,51.0,3.8
2023-05-26,Nagpur,21.9,0.0,67.9,10.2
2023-05-26,Indore,10.5,21.9,80.7,0.8
2023-05-27,Delhi,37.5,0.0,75.7,12.0
2023-05-27,Karnal,31.0,30.9,46.3,11.1
2023-05-27,Ludhiana,18.0,0.0,44.8,4.5
2023-05-27,Nagpur,38.4,43.1,86.8,9.2
2023-05-27,Indore,11.7,0.0,75.3,13.3
2023-05-28,Delhi,38.3,0.0,79.1,2.4
2023-05-28,Karnal,24.9,0.0,48.1,0.4
2023-05-28,Ludhiana,18.4,0.0,32.2,7.1
2023-05-28,Nagpur,26.1,0.0,65.9,12.9
2023-05-28,Indore,33.7,25.6,68.6,14.6
2023-05-29,Delhi,34.0,17.3,54.0,1.2
2023-05-29,Karnal,37.3,0.0,70.8,7.5
2023-05-29,Ludhiana,15.6,0.0,48.5,13.2
2023-05-29,Nagpur,30.4,0.0,48.2,10.8
2023-05-29,Indore,21.6,0.0,58.1,1.5
2023-05-30,Delhi,27.5,0.0,80.8,6.5
2023-05-30,Karnal,14.1,6.9,53.5,5.4
2023-05-30,Ludhiana,29.8,0.0,69.6,3.7
2023-05-30,Nagpur,32.5,0.0,72.9,6.5
2023-05-30,Indore,19.4,0.0,42.8,13.4
2023-05-31,Delhi,12.1,0.0,54.8,3.0
2023-05-31,Karnal,24.7,36.7,75.3,7.8
2023-05-31,Ludhiana,26.8,0.0,53.4,5.5
2023-05-31,Nagpur,29.2,0.0,65.2,14.7
2023-05-31,Indore,21.2,0.0,78.5,11.5
2023-06-01,Delhi,35.2,0.0,88.8,13.6
2023-06-01,Karnal,36.0,0.0,54.4,8.1
2023-06-01,Ludhiana,32.1,0.0,43.0,1.0
2023-06-01,Nagpur,22.5,0.0,55.2,0.3
2023-06-01,Indore,30.7,0.0,60.3,10.6
2023-06-02,Delhi,27.1,0.0,86.5,3.0
2023-06-02,Karnal,31.5,37.3,78.2,8.9
2023-06-02,Ludhiana,29.3,0.0,87.6,1.6
2023-06-02,Nagpur,23.7,42.2,47.6,13.4
2023-06-02,Indore,16.9,0.0,74.0,5.2
2023-06-03,Delhi,32.0,0.0,83.0,4.5
2023-06-03,Karnal,15.5,15.0,39.8,8.0
2023-06-03,Ludhiana,36.4,0.0,81.8,5.0
2023-06-03,Nagpur,12.7,0.0,83.9,2.1
2023-06-03,Indore,19.2,0.0,43.9,3.7
2023-06-04,Delhi,21.8,0.0,62.0,7.5
2023-06-04,Karnal,21.9,43.5,71.7,15.0
2023-06-04,Ludhiana,37.5,0.0,67.5,9.7
2023-06-04,Nagpur,14.7,0.0,50.5,11.3
2023-06-04,Indore,11.2,0.0,76.0,6.5
2023-06-05,Delhi,30.5,35.8,72.4,7.5
2023-06-05,Karnal,11.9,48.7,74.3,6.0
2023-06-05,Ludhiana,27.5,15.8,51.4,13.9
2023-06-05,Nagpur,35.5,0.0,50.0,4.0
2023-06-05,Indore,37.1,45.3,54.9,4.7
2023-06-06,Delhi,21.3,0.0,30.3,14.5
2023-06-06,Karnal,37.6,6.7,66.6,0.4
2023-06-06,Ludhiana,14.8,0.0,60.7,1.2
2023-06-06,Nagpur,37.6,0.0,84.1,2.2
2023-06-06,Indore,25.0,34.9,40.2,13.3
2023-06-07,Delhi,15.2,0.0,48.9,4.4
2023-06-07,Karnal,36.3,0.0,84.0,14.0
2023-06-07,Ludhiana,21.0,0.0,61.1,5.5
2023-06-07,Nagpur,11.1,0.0,61.8,0.6
2023-06-07,Indore,10.9,25.5,55.8,14.2
2023-06-08,Delhi,13.4,4.0,64.2,4.0
2023-06-08,Karnal,16.0,0.0,63.9,4.4
2023-06-08,Ludhiana,11.5,0.0,75.2,3.5
2023-06-08,Nagpur,18.1,19.0,71.2,4.4
2023-06-08,Indore,39.4,0.0,82.9,11.6
2023-06-09,Delhi,16.7,0.0,32.3,1.0
2023-06-09,Karnal,34.1,0.0,58.3,12.5
2023-06-09,Ludhiana,22.2,11.1,82.9,4.3
2023-06-09,Nagpur,21.1,0.0,69.4,10.7
2023-06-09,Indore,39.1,0.0,62.2,6.5
2023-06-10,Delhi,32.2,0.0,34.6,4.3
2023-06-10,Karnal,32.5,0.0,82.3,9.5
2023-06-10,Ludhiana,30.7,0.0,49.4,7.3
2023-06-10,Nagpur,35.7,0.0,40.4,10.1
2023-06-10,Indore,22.3,0.0,76.3,9.7
2023-06-11,Delhi,34.7,14.1,70.7,6.8
2023-06-11,Karnal,17.1,0.0,56.9,11.4
2023-06-11,Ludhiana,24.9,5.9,37.8,11.8
2023-06-11,Nagpur,33.9,0.0,87.8,13.8
2023-06-11,Indore,39.8,0.0,78.5,5.1
2023-06-12,Delhi,29.3,0.0,38.2,7.1
2023-06-12,Karnal,13.1,0.0,42.1,5.0
2023-06-12,Ludhiana,10.1,0.0,39.0,3.2
2023-06-12,Nagpur,11.4,11.4,41.0,1.8
2023-06-12,Indore,13.6,0.0,47.7,14.4
2023-06-13,Delhi,39.5,0.0,49.0,5.3
2023-06-13,Karnal,14.6,0.0,80.0,0.2
2023-06-13,Ludhiana,35.9,0.0,89.8,0.6
2023-06-13,Nagpur,25.7,0.0,78.1,4.1
2023-06-13,Indore,15.0,0.0,65.2,8.8
2023-06-14,Delhi,23.7,0.0,36.4,14.5
2023-06-14,Karnal,12.7,0.0,78.4,2.7
2023-06-14,Ludhiana,20.7,3.1,44.4,13.3
2023-06-14,Nagpur,29.7,20.9,44.1,10.2
2023-06-14,Indore,19.8,0.0,73.5,2.5
2023-06-15,Delhi,20.7,0.0,64.4,7.1
2023-06-15,Karnal,29.6,0.0,75.5,6.3
2023-06-15,Ludhiana,31.2,0.0,89.5,3.0
2023-06-15,Nagpur,11.9,0.0,76.1,14.6
2023-06-15,Indore,23.9,0.0,41.7,0.3
2023-06-16,Delhi,24.6,0.0,38.0,0.6
2023-06-16,Karnal,37.6,0.0,42.9,11.4
2023-06-16,Ludhiana,34.8,0.0,32.0,6.8
2023-06-16,Nagpur,38.7,19.3,40.5,6.9
2023-06-16,Indore,35.2,0.0,44.4,10.6
2023-06-17,Delhi,18.2,23.1,71.6,5.3
2023-06-17,Karnal,22.0,0.0,48.0,11.5
2023-06-17,Ludhiana,34.0,0.0,53.9,5.4
2023-06-17,Nagpur,11.5,49.6,54.8,4.9
2023-06-17,Indore,22.5,0.0,39.8,13.4
2023-06-18,Delhi,16.4,0.0,59.9,11.1
2023-06-18,Karnal,12.6,32.6,54.0,6.0
2023-06-18,Ludhiana,11.6,24.1,59.2,5.6
2023-06-18,Nagpur,31.4,0.0,59.9,3.4
2023-06-18,Indore,13.4,0.0,56.1,4.5
2023-06-19,Delhi,23.8,0.0,49.1,4.1
2023-06-19,Karnal,10.9,0.0,38.6,10.1
2023-06-19,Ludhiana,32.7,37.6,81.0,8.4
2023-06-19,Nagpur,14.4,0.0,65.6,1.5
2023-06-19,Indore,14.6,0.0,39.8,10.6
2023-06-20,Delhi,11.2,0.0,79.3,4.0
2023-06-20,Karnal,13.4,10.0,30.1,14.4
2023-06-20,Ludhiana,31.6,0.0,35.3,3.6
2023-06-20,Nagpur,13.1,0.0,35.6,4.0
2023-06-20,Indore,27.9,0.0,69.4,12.8
2023-06-21,Delhi,34.2,0.0,48.1,0.5
2023-06-21,Karnal,26.8,0.0,53.3,6.0
2023-06-21,Ludhiana,15.3,0.0,41.8,11.9
2023-06-21,Nagpur,10.5,0.0,40.1,0.9
2023-06-21,Indore,11.8,0.0,83.0,8.2
2023-06-22,Delhi,29.2,26.3,83.2,14.3
2023-06-22,Karnal,36.4,7.5,56.0,0.1
2023-06-22,Ludhiana,13.5,0.0,78.0,8.5
2023-06-22,Nagpur,17.8,0.0,87.7,10.8
2023-06-22,Indore,36.6,14.3,48.8,1.4
2023-06-23,Delhi,15.2,1.9,41.9,12.8
2023-06-23,Karnal,17.8,0.0,54.4,1.5
2023-06-23,Ludhiana,13.6,0.0,73.3,0.3
2023-06-23,Nagpur,39.8,22.3,43.2,6.5
2023-06-23,Indore,16.7,32.6,43.1,13.8
2023-06-24,Delhi,38.5,23.3,32.0,11.1
2023-06-24,Karnal,33.5,0.0,79.1,5.8
2023-06-24,Ludhiana,25.7,0.0,62.7,12.9
2023-06-24,Nagpur,29.8,0.0,87.8,9.5
2023-06-24,Indore,20.6,0.0,57.5,8.1
2023-06-25,Delhi,18.5,0.0,53.4,14.8
2023-06-25,Karnal,33.6,0.0,69.0,7.8
2023-06-25,Ludhiana,10.5,0.0,77.9,4.3
2023-06-25,Nagpur,39.2,0.0,66.2,1.4
2023-06-25,Indore,21.7,0.0,42.2,5.7
2023-06-26,Delhi,24.5,0.0,86.5,1.4
2023-06-26,Karnal,25.9,0.0,82.8,6.1
2023-06-26,Ludhiana,31.9,16.8,39.4,3.7
2023-06-26,Nagpur,28.9,4.6,65.2,13.1
2023-06-26,Indore,35.3,37.5,31.6,8.7
2023-06-27,Delhi,29.8,0.0,86.8,10.4
2023-06-27,Karnal,13.2,47.1,70.8,12.8
2023-06-27,Ludhiana,39.8,0.0,38.9,2.4
2023-06-27,Nagpur,31.3,30.5,75.8,5.7
2023-06-27,Indore,29.3,0.0,72.2,0.2
2023-06-28,Delhi,18.5,0.0,66.1,12.4
2023-06-28,Karnal,27.4,3.2,59.7,5.6
2023-06-28,Ludhiana,10.7,0.0,32.3,0.1
2023-06-28,Nagpur,32.7,0.0,32.6,5.2
2023-06-28,Indore,36.9,21.8,39.7,0.7
2023-06-29,Delhi,27.7,41.1,35.8,7.2
2023-06-29,Karnal,14.3,0.0,39.8,13.8
2023-06-29,Ludhiana,38.1,0.0,45.3,7.4
2023-06-29,Nagpur,24.0,0.0,72.9,1.3
2023-06-29,Indore,22.9,0.0,35.5,11.9
2023-06-30,Delhi,15.6,17.6,44.9,1.6
2023-06-30,Karnal,13.1,40.4,58.7,11.2
2023-06-30,Ludhiana,20.3,0.0,85.0,10.8
2023-06-30,Nagpur,38.3,16.6,48.4,10.6
2023-06-30,Indore,13.2,48.2,74.8,3.0
2023-07-01,Delhi,31.1,47.1,47.8,15.0
2023-07-01,Karnal,32.9,0.0,76.7,7.1
2023-07-01,Ludhiana,22.2,25.1,31.1,0.4
2023-07-01,Nagpur,25.8,0.0,39.6,4.8
2023-07-01,Indore,27.9,0.0,55.7,12.6
2023-07-02,Delhi,13.0,0.0,31.0,6.1
2023-07-02,Karnal,23.5,0.0,62.5,5.6
2023-07-02,Ludhiana,12.1,0.0,51.8,6.9
2023-07-02,Nagpur,39.3,0.0,31.7,4.2
2023-07-02,Indore,24.4,0.0,90.0,2.2
2023-07-03,Delhi,36.6,0.0,30.4,8.4
2023-07-03,Karnal,33.5,0.0,36.0,7.5
2023-07-03,Ludhiana,20.2,0.0,87.6,0.3
2023-07-03,Nagpur,18.8,0.0,31.0,0.5
2023-07-03,Indore,29.4,35.5,82.3,4.8
2023-07-04,Delhi,28.9,0.0,66.4,6.1
2023-07-04,Karnal,16.5,0.0,34.3,5.9
2023-07-04,Ludhiana,23.3,0.0,77.1,14.7
2023-07-04,Nagpur,14.6,0.0,68.9,0.3
2023-07-04,Indore,12.6,0.0,41.9,1.5
2023-07-05,Delhi,15.6,0.0,76.6,3.1
2023-07-05,Karnal,13.6,0.0,80.4,0.1
2023-07-05,Ludhiana,32.5,16.2,85.5,13.3
2023-07-05,Nagpur,21.8,0.0,89.1,5.7
2023-07-05,Indore,30.6,0.0,78.5,2.9
2023-07-06,Delhi,28.7,34.3,35.5,10.2
2023-07-06,Karnal,37.4,10.0,57.9,10.8
2023-07-06,Ludhiana,22.7,0.0,62.1,0.7
2023-07-06,Nagpur,35.7,0.0,45.9,7.1
2023-07-06,Indore,36.0,41.5,75.2,2.8
2023-07-07,Delhi,39.1,0.0,48.1,12.9
2023-07-07,Karnal,38.4,0.0,75.7,15.0
2023-07-07,Ludhiana,11.0,0.0,62.2,2.0
2023-07-07,Nagpur,27.5,0.0,83.5,6.7
2023-07-07,Indore,32.6,0.0,37.0,5.4
2023-07-08,Delhi,24.7,33.0,86.2,0.4
2023-07-08,Karnal,10.2,0.0,34.0,14.6
2023-07-08,Ludhiana,13.6,0.0,32.7,14.3
2023-07-08,Nagpur,34.1,0.0,76.7,0.9
2023-07-08,Indore,27.3,0.0,47.1,3.6
2023-07-09,Delhi,15.3,0.0,79.7,11.1
2023-07-09,Karnal,32.6,20.6,89.3,4.5
2023-07-09,Ludhiana,30.2,0.0,77.1,0.9
2023-07-09,Nagpur,14.9,0.0,64.0,6.8
2023-07-09,Indore,13.5,0.0,38.7,8.0
2023-07-10,Delhi,37.8,0.0,86.2,13.1
2023-07-10,Karnal,11.2,38.3,86.8,7.1
2023-07-10,Ludhiana,16.0,0.0,30.0,0.9
2023-07-10,Nagpur,15.7,0.0,85.7,2.3
2023-07-10,Indore,24.6,0.0,56.3,10.2
2023-07-11,Delhi,25.8,35.8,56.1,7.4
2023-07-11,Karnal,28.0,0.0,37.2,14.8
2023-07-11,Ludhiana,22.7,0.0,59.6,2.7
2023-07-11,Nagpur,13.2,0.0,82.6,11.8
2023-07-11,Indore,10.5,0.0,59.2,11.3
2023-07-12,Delhi,35.1,0.0,30.6,0.5
2023-07-12,Karnal,10.1,0.0,36.3,9.5
2023-07-12,Ludhiana,18.6,0.0,84.3,13.8
2023-07-12,Nagpur,25.3,0.0,80.3,7.2
2023-07-12,Indore,17.7,0.0,82.6,10.6
2023-07-13,Delhi,35.3,19.0,75.6,9.7
2023-07-13,Karnal,12.8,0.0,73.7,8.8
2023-07-13,Ludhiana,17.2,0.0,66.7,5.3
2023-07-13,Nagpur,39.0,27.9,70.4,8.4
2023-07-13,Indore,36.3,0.0,83.3,2.5
2023-07-14,Delhi,26.4,0.0,89.8,3.0
2023-07-14,Karnal,10.9,0.0,32.9,3.0
2023-07-14,Ludhiana,16.5,43.0,85.2,5.9
2023-07-14,Nagpur,35.1,44.9,32.7,14.4
2023-07-14,Indore,36.4,0.0,68.6,10.2
2023-07-15,Delhi,36.8,0.0,58.0,12.4
2023-07-15,Karnal,37.7,2.1,66.1,13.9
2023-07-15,Ludhiana,36.5,0.0,48.0,2.2
2023-07-15,Nagpur,38.8,0.0,40.1,3.0
2023-07-15,Indore,33.2,0.0,66.1,3.0
2023-07-16,Delhi,20.6,0.0,62.8,13.5
